UIN,INCIDENT_MONTH,INCIDENT_YEAR,VICTIM_INJURY,STATE,LOCATION,LATITUDE,LONGITUDE,SITE_CATEGORY,SITE_CATEGORY_COMMENT,SHARK_COMMON_NAME,SHARK_SCIENTIFIC_NAME,SHARK_IDENTIFICATION_METHOD,SHARK_IDENTIFICATION_SOURCE,SHARK_LENGTH_M,BASIS_FOR_LENGTH,PROVOKED_UNPROVOKED,PROVOCATIVE_ACT,NO_SHARKS,VICTIM_ACTIVITY,FISH_SPEARED,COMMERCIAL_DIVE_ACTIVITY,OBJECT_OF_BITE,PRESENT_AT_TIME_OF_BITE,DIRECTION_FIRST_STRIKE,SHARK_BEHAVIOUR,VICTIM_AWARE_OF_SHARK,SHARK_CAPTURED,INJURY_LOCATION,INJURY_SEVERITY,VICTIM_GENDER,VICTIM_AGE,VICTIM_CLOTHING,CLOTHING_COVERAGE,DOMINANT_CLOTHING_COLOUR,OTHER_CLOTHING_COLOUR,CLOTHING_PATTERN,FIN_COLOUR,DIVERSIONARY_ACTION_TAKEN,DIVERSIONARY_ACTION_OUTCOME,PEOPLE_LESS_THAN_3M,PEOPLE_3_TO_15M,TIME_OF_INCIDENT,DEPTH_OF_INCIDENT_M,TEETH_RECOVERED,TIME_IN_WATER_MIN,WATER_TEMPERATURE_C,TOTAL_WATER_DEPTH_M,WATER_VISIBILITY_M,DISTANCE_TO_SHORE_M,TIDAL_CYCLE,WIND_CONDITION,WEATHER_CONDITION,AIR_TEMPERATURE_C,PERSONAL_PROTECTIVE_DEVICE,DETERRENT_BRAND_TYPE,DATA_SOURCE,REFERENCE,
701,April,1996,Injured,NSW,"mona vale beach, sydney",-33.66666667,151.3,coastal,,Wobbegong,Orectolobidae,,researcher,,,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,leg,other: teeth marks,Female,16,,,,,,,punched and kicked shark,,1,,,,,,,,,,,,,,,,media outlet,daily tele 27.4.96.,
702,April,1996,Injured,NSW,"mona vale beach, sydney",-33.66666667,151.3,coastal,,Wobbegong,Orectolobidae,,researcher,,,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,thigh,other: teeth marks,Male,11,,,,,,,,,1,,,,,,,,,,,,,,,,media outlet,see aya hamaea case,
703,June,1996,Uninjured,VIC,suicide point at point leo,-38.41666667,145.0666667,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,3,witness/victim,unprovoked,,1,boarding,,,Board,,below,bumped surfboard,Y,,other: uninjured,,Male,47,wetsuit/drysuit,full body,,,,,,,,,1730,,,,,,,,,,,,,,media outlet,the advertiser 8.6.96.,
704,September,1996,Injured,WA,"rottnest island, parker point",-32,115.5166667,island open ocean,,Wobbegong,Orectolobidae,,researcher,,,unprovoked,,1,other: standing in water,,,,,,bit victim on leg,N,,thigh,abrasion,Male,,,,,,,,,,,,,1,,,,,,,,,,,,,other person account,barry hutchins wa museum,
705,December,1996,Injured,VIC,anglesea beach,-38.41666667,144.1833333,estuary/harbour,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,swimming,,bit victim on leg,N,,leg,other: teeth marks,Female,12,,,,,,,,,1,3,,1,,,,,,,,,,,,,media outlet,mar. & fw research inst. of vic.,
706,December,1996,Injured,QLD,"sunshine coast, coolumn beach",-26.5,153,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,,,,bit victim on foot,N,,foot,minor lacerations,Female,18,,,,,,,,,,,1800,,,,,,,,,,,,,,media outlet,"qld fisheries report, sunshine coast daily 30.12.1996",
707,January,1997,Injured,QLD,"whitehaven beach, whitsunday island",-20.25,148.9666667,coastal,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location",,2,witness/victim,unprovoked,,1,snorkelling,,,,,,second attempt to bite,N,,leg,minor lacerations,Male,27,,,,,,,,,,,1100,,,,,,,100,,,,,,,media outlet,courier mail 27.1.97.,
708,January,1997,Injured,QLD,"rainbow bay, coolangatta",-28.15,153.5333333,coastal,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,1,witness/victim,unprovoked,,1,boarding,,,,,,bit victim on leg,N,,leg,other: teeth marks,Male,8,,,,,,,,,,,1300,,,,,,,5,,,,,,,media outlet,daily news 22.1.97,
709,January,1997,Uninjured,VIC,"seal rocks, phillip island",-38.51666667,145.0833333,island open ocean,,Great White Shark,Carcharodon carcharias ,direct observation,,3,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,"other sealife (pinniped/s), boating",below,bit rubber dinghy,N,,other: uninjured,,Male,32,,,,,,,,,3,4,,,,,,,,60,,,,,,,media outlet,mar & fw research inst of vic,
710,February,1997,Injured,QLD,"ravens cove, whitsundays",-20.26666667,148.9,coastal,,Grey Reef Shark,Carcharhinus amblyrhynchos,"shark behaviour, direct observation",,,,unprovoked,,1,diving,,,,"swimming, baitfish",,bit victim on arm,N,,"arm, shoulder",minor lacerations,Male,30,wetsuit/drysuit,full body,,,,,,,,5,1045,,,3,,,,,,,,,,,ASAF questionnaire,,
711,February,1997,Injured,QLD,"nerang river, 14km upstream",-27.98333333,153.3333333,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,swimming,,,,boarding,,bit victim on leg,N,,leg,major lacerations,Female,20,swimwear,,"multicolour: black, white",,stripe,,,,,,1330,,,3,,4,,20,Incoming low,windy,,29,,,ASAF questionnaire,questionnaire & newspapers 1997,
712,February,1997,Uninjured,NSW,"parramatta river, sydney",-33.86666667,151.2,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,2,other: media report,unprovoked,,1,unmotorised boating,,,Vessel,snorkelling,,bumped rowing scull,N,,other: uninjured,,Female,49,,,,,,,,,,,615,,,,,,,,,,,,,,media outlet,sydney morning herald 4.2.97,
713,July,1997,Injured,QLD,"maroochydore, pincushion",-26.65,153.1,coastal,,Tiger Shark,Galeocerdo cuvier ,bite analysis,,1.5,witness/victim,unprovoked,,1,boarding,,,Board,fishing,"left, below",bit victim on leg,N,,calf,minor lacerations,Male,18,wetsuit/drysuit,full body,black,,,,,,2,,1400,,,60,,,,15,High ,calm,,,,,ASAF questionnaire,"questionnaire, qld fisheries",
714,October,1997,Injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,5,witness/victim,unprovoked,,1,boarding,,,Board,boarding,below,bit surf ski,N,,head,abrasion,Male,,,,,,,,,,,,630,,,,,,,200,,calm,,,,,media outlet,the west australian 29.10.1997,
715,November,1997,Uninjured,VIC,surf coast - 13th beach,-38.28333333,144.45,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2,witness/victim,unprovoked,,1,boarding,,,Board,boarding,right,swam towards victim,N,,other: uninjured,,Male,21,wetsuit/drysuit,full body,black,,,,pushed at shark,,,,1515,,,30,,,,,,calm,,,,,media outlet,geelong advertiser 11.11.97.,
716,November,1997,Injured,WA,albany,-35.13333333,117.95,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,5,witness/victim,unprovoked,,1,diving,,,Dive equipment,,,bit victim on arm,N,,"arm, shoulder",minor lacerations,Male,42,wetsuit/drysuit,full body,,,,,fended off with scooter,,,,,42,,,,,,6000,,,,,,,media outlet,the australian 11.11.97.,
717,December,1997,Injured,WA,gnarabup beach,-33.98333333,114.9833333,coastal,,Wobbegong,Orectolobidae,direct observation,,,,unprovoked,,1,other: standing in water,,,,,,,N,,leg,minor lacerations,Male,4,,,,,,,,,,,900,1,,,,,,,,,,,,,media outlet,augusta margret river mail 30.12.97,
718,December,1997,Injured,NSW,"evans head, shark bay",-29.1,153.4333333,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,leg,minor lacerations,Male,18,,,,,,,,,,,1530,,,,,,,,,,,,,,media outlet,northern star-lismore 2.12.97.,
719,December,1997,Injured,QLD,"luncheon bay, hook island",-20.11666667,148.9166667,coastal,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,leg,minor lacerations,Male,8,,,,,,,,,,,,,,,,,,,,,,,,,government report,peter tanner qld fisheries,
720,January,1998,Injured,WA,hamelin bay,-34.21666667,115.0166667,island open ocean,,Wobbegong,Orectolobidae,direct observation,,2.4,witness/victim,provoked,,1,diving,,Y,,catch,behind,bit victim on leg,N,,calf,minor lacerations,Male,34,wetsuit/drysuit,full body,,,,,no effect,no effect,,1,1000,15,,25,,15,8,,,moderate breeze,,,deterrent/repellent ,"Shark Pod, on",ASAF questionnaire,,
721,January,1998,Uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,island open ocean,,Tiger Shark,Galeocerdo cuvier ,direct observation,,3.3,witness/victim,unprovoked,,1,snorkelling,,,,,"below, behind",swam towards victim,,,other: uninjured,,Male,45,wetsuit/drysuit,full body,"multicolour: black, blue",,,yellow,used spear to keep shark at a distance,effective,,,600,0,,5,,12,5,800,,,,,speargun,,ASAF questionnaire,"questionnaire, courier mail 24.11.2000",
722,January,1998,Injured,SA,"middleton beach, adelaide",-35.5,138.7,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,,,right,bit victim on leg,N,,foot,other: teeth marks,Male,31,wetsuit/drysuit,full body,,,,,hit shark on nose,,,,,0,,,,,,50,,,,,,,media outlet,sunday mail 18.1.98,
723,June,1998,Fatal,SA,south neptune island,-35.31666667,136.1,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4,witness/victim,unprovoked,,1,snorkelling,,,,other sealife (seals),,bit victim on leg,N,,"torso, leg",major lacerations,Male,26,wetsuit/drysuit,full body,,,,,,,,,1400,2,,2,,2,,3,,,,,,,media outlet,rodney fox,
724,September,1998,Injured,NSW,jervis bay,-35.03333333,150.7166667,coastal,,Wobbegong,Orectolobidae,direct observation,,,,unprovoked,,1,diving,,,,,,,N,,thigh,minor lacerations,Male,,wetsuit/drysuit,full body,,,,,,,,,,,,,,,,,,,,,,,media outlet,questionnaire sent 11.11.98.,
725,October,1998,Injured,QLD,sunshine coast,-26.5,153,coastal,,Wobbegong,Orectolobidae,,researcher,1.2,witness/victim,provoked,physical contact,1,diving,,,,"scuba diving, other: feeding sharks, baitfish",in front,bit hand,Y,,"arm, hand",minor lacerations,Male,37,swimwear,,other: kahki,,,,,,1,,1400,14,,50,,14,10,,,,,,,,ASAF questionnaire,"personal comm, steve irwin",
726,December,1998,Injured,SA,"middleton beach, adelaide",-35.5,138.7,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,,,unprovoked,,1,boarding,,,,,,bit victim on leg,N,,calf,other: teeth marks,Female,21,wetsuit/drysuit,full body,"multicolour: black, blue",,,,shook leg,,,,,,,60,,,,,,,,,,,media outlet,daily telegraph 23.12.98.,
727,December,1998,Injured,NSW,"botany bay, sydney",-33.95,151.15,estuary/harbour,,Whaler Shark,Carcharhinidae,direct observation,,,,provoked,,1,spearfishing,,,Catch,spearfishing,behind,bit victim on leg,N,,calf,minor lacerations,Male,,wetsuit/drysuit,full body,,,,,,,,,,,,,,,,,,,,,,,media outlet,tele-mirror 10.12.98.,
728,February,1999,Injured,NSW,"nambucca heads, scott's head beach ",-30.56666667,152.9833333,ocean/pelagic,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour",,,,unprovoked,,1,boarding,,,Board,other sealife (dolphins),below,bumped surfboard,N,,arm,minor lacerations,Male,35,wetsuit/drysuit,full body,"multicolour: black, blue",,,,,,,,1930,0,,40,,,,800,,,,,,,ASAF questionnaire,"hec goodall, sunshine coast daily 2.3.1999",
729,May,1999,Fatal,SA,flaherty's beach hardwicke bay,-34.88333333,137.45,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,,,,,N,,torso,major lacerations,Male,22,wetsuit/drysuit,full body,black,purple,,,,,,,1600,,,,,,,,,windy,,,,,media outlet,daily telegraph 31.5.99.,
730,October,1999,Injured,QLD,"stradbroke island, amity point",-27.38333333,153.4333333,coastal,,Wobbegong,Orectolobidae,direct observation,,,,provoked,physical contact,1,diving,,,,,,bit victim on leg,N,Y,thigh,minor lacerations,Male,,wetsuit/drysuit,full body,,,,,,,,,,,,,,,,,,,,,,,witness account,personal comm. 2000,
731,December,1999,Uninjured,NSW,"forster, the pinnacle",-32.21666667,152.6,ocean/pelagic,,Bronze Whaler Shark,Carcharhinus brachyurus,direct observation,,2.9,witness/victim,unprovoked,,1,diving,,,Dive equipment,"baitfish, scuba diving",behind,struck victim with tail,N,,other: uninjured,,Male,34,wetsuit/drysuit,full body,,,,,hit shark on nose,,2,3,930,15,,1,22,15,,,,,,,,,ASAF questionnaire,fishermans wharf dive centre 8.5.2001,
732,December,1999,Uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,6,witness/victim,provoked,enticed shark,1,diving,,,,"catch, other sealife (shark/s)",,swam towards victim,Y,,other: uninjured,,Male,,,,,,,,pushed bag into mouth,effective,1,,,10,,,,10,0,3000,,,,,,,media outlet,the west australian,
733,February,2000,Uninjured,NSW,"wanda beach, sydney",-34.03333333,151.15,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location",,,,unprovoked,,1,boarding,,,,baitfish,behind,knocked victim off board,N,,other: uninjured,,Male,57,,,,,,,,,,,1210,,,75,,,1,800,,windy,rainy,,,,ASAF questionnaire,,
734,February,2000,Injured,SA,"cactus beach, point sinclair, ceduna",-32.08333333,132.9833333,coastal,,Great White Shark,Carcharodon carcharias ,shark behaviour,,3,witness/victim,unprovoked,,1,boarding,,,Board,boarding,right,bit victim & board,N,,"arm, torso",major lacerations,Male,26,wetsuit/drysuit,full body,,,,,hit shark on nose,,,,1100,0,,,,,,500,,,,,,,media outlet,the advertiser 5.2.00.,
735,February,2000,Injured,WA,sorrento beach,-31.81666667,115.7333333,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,1.2,bite radius estimation,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,foot,other: teeth marks,Male,51,,,,,,,shook leg,,,,545,1,,5,,1,,10,,,,,,,media outlet,the west australian 4.3.2000,
736,March,2000,Injured,QLD,"main beach, gold coast",-27.96666667,153.4166667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,2.6,,unprovoked,,1,swimming,,,,baitfish,"left, below",bit victim on leg,N,,calf,major lacerations,Male,26,,,,,,,kicked shark,,2,,1410,,,15,22,3,,80,,,,,,,ASAF questionnaire,asaf questionnaire 31.3.2000,
737,March,2000,Injured,WA,margaret river  nr perth,-31.95,115.0666667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,1.7,witness/victim,unprovoked,,1,boarding,,,Board,baitfish,other: side,bit victim on leg,N,,thigh,minor lacerations,Male,20,wetsuit/drysuit,full body,black,,,,,,,,1830,,,40,17,2,,,,,,30,,,media outlet,augusta magaret river mail 15.3.00,
738,March,2000,Uninjured,NSW,"mcmasters beach, central coast",-33.48333333,151.4166667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location",,3,witness/victim,unprovoked,,1,boarding,,,,,,bit surfboard leg rope,N,,other: uninjured,,Male,38,wetsuit/drysuit,full body,,,,,,,,,1930,,,35,,,,,,,,,,,ASAF questionnaire,central coast express advocate 15.3.2000,
739,March,2000,Injured,NSW,"athol bay, taronga wharf, sydney harbour",-33.86666667,151.2,estuary/harbour,,Bull Shark,Carcharhinus leucas,bite analysis,,0.8,,unprovoked,,1,swimming,,,,baitfish,,bit victim on leg,Y,,foot,other: teeth marks,Male,61,,,,,,,,,,,,,,,22,,,10,,moderate breeze,,23,,,ASAF questionnaire,"pers. comm., mosman daily 9.3.2000 ",
740,March,2000,Uninjured,NSW,"parramatta river, sydney",-33.86666667,151.2,river,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location, direct observation",,2,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,boating,,bit boat hull,Y,,other: uninjured,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,sun herald 12.3.2000,
741,April,2000,Uninjured,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location, direct observation",,2.8,witness/victim,unprovoked,,1,boarding,,,Board,baitfish,,circled victim,Y,,other: uninjured,,Male,,,,,,,,,,,,1500,,,,,,,300,,,,,,,media outlet,smh.com.au 4.4.2000,
742,April,2000,Injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,,Wobbegong,Orectolobidae,bite analysis,,,,provoked,physical contact,1,other: standing in water,,,,,,bit victim on foot,N,,foot,other: teeth marks,Female,11,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the west australian 15.4.00,
743,September,2000,Fatal,SA,"blackfellows point, near elliston",-33.61666667,134.8166667,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,,,unprovoked,,1,boarding,,,Board,,,bit victim & board,N,,torso,,Male,17,wetsuit/drysuit,full body,,,,,,,0,,1230,,,,,,,,,,,,,,media outlet,papers,
744,September,2000,Fatal,SA,cactus beach,-32.08333333,132.9666667,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4.5,witness/victim,unprovoked,,1,boarding,,,Board,"other sealife (dolphins, pinnipeds)",,bit victim & board,N,,torso,,Male,25,wetsuit/drysuit,full body,,,,,,,,,730,,,,,,,200,,,,,,,media outlet,sa papers 25.9.00,
745,November,2000,Uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,island open ocean,,Tiger Shark,Galeocerdo cuvier ,direct observation,,4,witness/victim,provoked,,1,diving,,,,commotion/splashing,behind,bit victim on flipper,N,,other: uninjured,,Male,28,wetsuit/drysuit,full body,black,blue,,black,stabbed shark with knife,effective,,,910,11,,25,27,11,3,,Outgoing,,sunny,27,knife,,ASAF questionnaire,"asaf questionnaire, courier mail 24.11.2000",
746,November,2000,Injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4,witness/victim,unprovoked,,1,swimming,,,,"baitfish, other sealife (seal), swimming",in front,bit victim on foot,Y,,foot,minor lacerations,Male,52,,,,,,,punched and kicked shark,,1,,630,1,,5,,1,,30,,,,,,,ASAF questionnaire,daily tele 1.11.2000,
747,November,2000,Uninjured,NSW,"kiama, jones beach",-34.63333333,150.3833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour",,2.9,government official,unprovoked,,1,swimming,,,Board,"baitfish, other sealife (whale/s)",,bit body board being towed,N,,other: uninjured,,Male,40,wetsuit/drysuit,full body,black,,,,,,,,1500,,N,10,,,,,,,,,,,ASAF questionnaire,"fisheries report, questionnaire 16.4.2010",
748,November,2000,Uninjured,SA,venus bay,-33.18333333,134.65,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4,witness/victim,provoked,,1,diving,,Y,,,,swam towards victim,N,,other: uninjured,,Male,27,wetsuit/drysuit,full body,black,,,blue,,,,,1200,12,,120,,,20,200,,moderate breeze,,,deterrent/repellent ,Shark Pod,ASAF questionnaire,sardi kate rodda report,
749,November,2000,Fatal,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4,witness/victim,unprovoked,,1,swimming,,,,"baitfish, other sealife (seal), swimming",in front,bit victim on leg,Y,,"torso, leg",major lacerations,Male,49,,,,,,,punched and kicked shark,,1,,625,1,,20,,1,,25,,calm,sunny,,,,media outlet,the australian 7.11.00.,
750,December,2000,Injured,QLD,"heron island, sykes reef",-23.43333333,151.9,coastal,,Whaler Shark,Carcharhinidae,direct observation,,2.5,witness/victim,provoked,,1,spearfishing,,,Catch,"spearfishing, baitfish","below, behind",bit victim on arm,Y,,arm,minor lacerations,Male,38,wetsuit/drysuit,full body,,,,,,,,,900,,,20,,15,,,,,overcast,,,,media outlet,daily telegraph 5.12.00,
751,December,2000,Injured,QLD,"townsville, flinders cay off townsville",-19.25,146.8166667,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,diving,,,,,,,N,,"arm, hand",minor lacerations,Male,,wetsuit/drysuit,full body,,,,,,,,,1630,,,,,,,,,,,,,,media outlet,the daily telegraph 26.12.2000,
752,January,2001,Uninjured,QLD,"noosa heads, main beach",-26.38333333,153.0833333,coastal,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,,,bit surfboard,N,,other: uninjured,,Male,,,,,,,,,,,40,1700,,N,15,,,,25,,calm,overcast,,,,government report,qld fisheries dept. bayden lane,
753,January,2001,Uninjured,NSW,south west rocks,-30.88333333,153.05,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,5,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,,below,bit kayak,N,,other: uninjured,,Male,35,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the daily telegraph 24.1.2001,
754,February,2001,Injured,NSW,brooms head ,-29.6,153.3333333,coastal,,Tiger Shark,Galeocerdo cuvier ,direct observation,,2.5,witness/victim,unprovoked,,1,boarding,,,Board,,,bit surfboard,Y,,calf,other: teeth marks,Male,40,,,,,,,,,,,1615,,,,,,,,,,,,,,media outlet,the daily telegraph 5.2.01,
755,March,2001,Injured,WA,"margaret river, prevelly beach",-33.96666667,114.9833333,coastal,,Wobbegong,Orectolobidae,direct observation,,1.5,witness/victim,unprovoked,,1,snorkelling,,,,,"left, below",bit victim on leg,N,,calf,other: teeth marks,Male,19,wetsuit/drysuit,full body,,,,,hit shark on nose,,,,1400,1,,20,28,2,5,30,,,,,,,ASAF questionnaire,personal communcations,
756,April,2001,Injured,NSW,"nambucca river, entrance",-30.63333333,153.0166667,estuary/harbour,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,"baitfish, boarding, other sealife (dolphins)",,bit victim on leg,N,,calf,major lacerations,Male,40,wetsuit/drysuit,full body,,,,,,,,,1000,,,,,,,,,,,,,,media outlet,the daily telegraph 3.4.2001,
757,April,2001,Injured,NSW,"bronte beach, sydney",-33.9,151.2666667,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,1,witness/victim,provoked,physical contact,1,snorkelling,,,,,,bit victim on arm,Y,Y,arm,abrasion,Male,32,,,,,,,tried to shake shark off,,4,,,,,,,,,,,,,,,,media outlet,the daily telegraph 9.4.2001,
758,May,2001,Injured,NSW,"lakes beach, budgewoi",-33.23333333,151.5333333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,3,bite radius estimation,unprovoked,,1,boarding,,,Board,other sealife (dolphins),right,bit victim & board,N,,torso,minor lacerations,Male,37,wetsuit/drysuit,full body,black,,,,,,,,1745,,,120,20,,,150,,,,,,,witness account,"police report, questionaire, sunday telegraph 6.5.2001",
759,October,2001,Uninjured,QLD,"moreton bay, sovereign beach",-27.28333333,153.4166667,coastal,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,4,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,,"left, below",bit rubber dinghy,N,,,,Male,31,,,,,,,,,,,1400,,,30,,,,,,,,,,,other person account,,
760,October,2001,Injured,QLD,"pinnacles, coral sea, gbr",-16.91666667,149.25,coastal,,Silvertip Shark,Carcharhinus albimarginatus,direct observation,,1.5,witness/victim,provoked,enticed shark,1,snorkelling,,,,"baitfish, feeding fish, snorkelling",in front,bit victim on arm,Y,,arm,minor lacerations,Female,20,,,,,,,put arm up at shark,,1,,1330,0,,10,,10,30,280000,,moderate breeze,sunny,,,,ASAF questionnaire,"qld, dpi, pers comm 12.10.2001",
761,November,2001,Injured,NSW,"ballina, flat rock",-28.81666667,153.5333333,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location",,2,,unprovoked,,1,boarding,,,Board,,below,bit surfboard,N,,torso,surface wound,Male,49,wetsuit/drysuit,full body,,,,,,,,,915,,,,,,,200,,,,,,,media outlet,"northern star, 24.11.01",
762,December,2001,Injured,NSW,"yamba, main beach",-29.43333333,153.35,coastal,,Wobbegong,Orectolobidae,bite analysis,,,,unprovoked,,1,swimming,,,,,below,bit victim on leg,N,,foot,other: teeth marks,Male,14,,,,,,,tried to shake shark off,,,,1815,,,,,1,,,,,,,,,media outlet,lower clarance river 7.12.2001,
763,December,2001,Uninjured,WA,"yallingup, honeycombs",-33.63333333,115,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2,witness/victim,unprovoked,,1,boarding,,,Board,,right,circled victim,Y,,other: uninjured,,Male,36,,,,,,,fended off with surfboard,,,,,,,,,,,,,,,,,,media outlet,sunday times wa 23.12.2001,
764,December,2001,Uninjured,WA,canal rocks,-34.25,115.0166667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2.5,witness/victim,provoked,,1,spearfishing,,,Catch,"spearfishing, baitfish",,bit collecting bag,N,,other: uninjured,,Male,,,,,,,,fended off with spear gun,effective,,,,,,,,5,,,,,,,,,media outlet,west australian 9.2.2001,
765,January,2002,Injured,WA,river mouth off collie river,-33.3,115.6833333,estuary/harbour,,Shortfin Mako Shark,Isurus oxyrinchus,bite analysis,,,,unprovoked,,1,swimming,,,,swimming,below,bit victim on leg,N,,thigh,minor lacerations,Male,32,swimwear,,black,,,,,,0,12,1700,,,15,,,,,,,,,,,ASAF questionnaire,"asaf questionnaire, west australian 2.2.2002",
766,January,2002,Injured,NSW,"port stephens, fingal spit",-32.73333333,152.1833333,island open ocean,,Bull Shark,Carcharhinus leucas,bite analysis,government official,2.9,other: measured captured shark,unprovoked,,1,boarding,,,Board,"boarding, other: swimming with dog",left,bit surfboard,N,Y,arm,abrasion,Male,20,swimwear,,"multicolour: black, green",,,,kicked at shark,,,,1900,0,N,,22,3,10,150,,,,25,,,witness account,nick otway & dennis reid report 29.1.2010,
767,February,2002,Injured,QLD,"noosa, sunrise beach",-26.36666667,153.0833333,coastal,,Whaler Shark,Carcharhinidae,direct observation,,1.5,witness/victim,unprovoked,,1,boarding,,,Board,baitfish,,bit victim on leg,N,,foot,minor lacerations,Male,36,,,,,,,punched and kicked shark,,,2,925,,,5,,,,20,,,,,,,ASAF questionnaire,"asaf questionnaire, sunshine coast sunday 17.2.2002",
768,February,2002,Uninjured,NSW,"parramatta river, cabarita, sydney",-33.86666667,151.2,river,,Bull Shark,Carcharhinus leucas,bite analysis,,2,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,baitfish,below,bit kayak,N,,other: uninjured,,Male,35,,,,,,,,,,,2030,,N,,,,,,Incoming low,,,,,,media outlet,daily telegraph 9.2.2002,
769,April,2002,Uninjured,NSW,coffs harbour,-30.28333333,153.1333333,coastal,,Bull Shark,Carcharhinus leucas,direct observation,witness/victim,1.8,witness/victim,provoked,,1,spearfishing,,,,"spearfishing, other sealife (shark/s), baitfish",below,bumped victim on arm,Y,,other: uninjured,,Male,,wetsuit/drysuit,full body,,,,,,,,,,6,,,,80,,,,,,,speargun,,media outlet,blogg report unknown date 2002.,
